isbn,original_title,original_publication_year,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
385518331,Dexter in the Dark,2006.0,Jeff Lindsay,986,3302,8513,7839,4989
312278497,Das Glasperlenspiel,1943.0,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",484,1234,3919,7306,10518
316219363,The Yellow Birds,2012.0,Kevin Powers,508,1627,5331,7694,4914
451213203,Just One Look,2004.0,Harlan Coben,146,791,5453,11207,7512
,The Proposal,2013.0,Katie Ashley,456,1562,6905,12937,12809
142004413,My Family and Other Animals,1956.0,"Gerald Durrell, Helma Lapiņa",259,739,3206,7909,11831
451212452,Back Roads,1999.0,Tawni O'Dell,535,1631,6484,8078,5285
679723692,Cathedral,1983.0,Raymond Carver,196,540,2527,7278,10411
,Fantastic Beasts and Where to Find Them: The Original Screenplay,2016.0,J.K. Rowling,323,721,4257,13024,23885
582418178,Different Seasons,1982.0,"Stephen King, Robin A.H. Waterfield",123,587,3748,8962,11851
785213066,A Million Miles in a Thousand Years: What I Learned While Editing My Life,2009.0,Donald Miller,249,759,3148,7143,9000
670063118,Eona: The Last Dragoneye,2011.0,Alison Goodman,521,1455,5496,10324,13659
486455599,Eight Cousins,1874.0,Louisa May Alcott,535,1283,6430,10402,11101
006443253X,Chicken Soup with Rice: A Book of Months,1962.0,Maurice Sendak,301,839,4244,6966,13351
425203867,R is for Ricochet,2004.0,Sue Grafton,160,788,6793,10462,7876
,Prince of Wolves ,2011.0,Quinn Loftis,1432,1934,4764,7699,14731
006000150X,Diary of a Worm,1996.0,"Doreen Cronin, Harry Bliss",322,987,4006,6599,11509
1416949674,The Grey King,1975.0,Susan Cooper,266,798,5218,10585,13132
345533631,Hunted,2013.0,Kevin Hearne,59,384,3117,9985,11601
,Devoured,2012.0,Emily Snow,697,2153,7867,12854,12006
140259449,,1813.0,Jane Austen,367,427,1479,4620,15820
055341884X,The Book of Strange New Things,2014.0,Michel Faber,762,2021,5503,7777,4818
61921262,Epic Fail,2011.0,Claire LaZebnik,817,2634,8930,9261,8537
345478169,"A Caress of Twilight (Merry Gentry, #2)",2002.0,Laurell K. Hamilton,465,1763,6852,10866,13368
743482972,The Manchurian Candidate,1959.0,Richard Condon,218,636,3830,7644,7543
425193829,Fudge-a-Mania,1990.0,Judy Blume,312,1210,6238,8064,9242
316101842,Nevermore,2012.0,James Patterson,1759,2707,5435,7086,12540
1400079098,Operating Instructions: A Journal of My Son's First Year,1993.0,Anne Lamott,218,658,3173,7178,8836
345376595,Pale Blue Dot: A Vision of the Human Future in Space,1994.0,"Carl Sagan, Ann Druyan",380,517,2206,6529,10970
,"Simple Perfection (Perfection, #2)",2013.0,Abbi Glines,254,989,5345,13011,17483
310266300,The Irresistible Revolution: Living as an Ordinary Radical,2006.0,Shane Claiborne,409,977,3435,6486,7879
979777704,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",2008.0,John Medina,294,1037,4683,8266,7602
1416914161,The Pilgrims of Rayne,2007.0,D.J. MacHale,282,886,4024,7089,9766
1439165645,The Hundred-Foot Journey,2008.0,Richard C. Morais,484,2229,7572,8439,3342
399250573,Scorpia Rising,2011.0,Anthony Horowitz,265,669,3360,7501,12717
61944343,Big Nate: In a Class By Himself,2010.0,Lincoln Peirce,602,1105,3563,5178,11093
61232920,Forever Princess,2008.0,Meg Cabot,436,1474,6210,8697,12916
688156819,The Melancholy Death of Oyster Boy and Other Stories,1997.0,Tim Burton,297,1019,4453,8478,10660
037570504X,"Breath, Eyes, Memory ",1994.0,Edwidge Danticat,319,1334,5970,8769,6463
811216543,Voyage au bout de la nuit,1932.0,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",384,895,3016,6807,11511
,The Scarecrow ,2009.0,Michael Connelly,145,764,5633,11171,8361
1476727910,The Humans,2013.0,Matt Haig,271,1016,4416,9664,8967
399250565,Crocodile Tears,2009.0,Anthony Horowitz,204,804,4240,8379,10934
,1/4 جرام,2008.0,Essam Youssef,723,1012,2763,4996,7231
1590523172,For Women Only: What You Need to Know about the Inner Lives of Men,2004.0,Shaunti Feldhahn,448,1090,3841,6139,8503
553479016,Seize the Night,1998.0,"Dean Koontz, Keith Szarabajka",225,917,4913,8356,9057
60773758,A Quick Bite,2005.0,Lynsay Sands,1033,2379,7487,10154,12388
739439065,Key of Knowledge,2003.0,Nora Roberts,158,975,6098,10514,11143
312971230,Ice Station,1998.0,Matthew Reilly,420,895,3873,8034,9244
440217490,A Dangerous Fortune,1993.0,Ken Follett,221,887,5260,10352,7571
143034359,The Well of Lost Plots,2003.0,Jasper Fforde,137,741,6322,13451,11171
553585975,An Inquiry into the Nature and Causes of the Wealth of Nations ,1776.0,Adam Smith,365,1331,5253,7277,6324
61692042,Canada,2012.0,Richard Ford,885,2694,6618,7567,3692
143037234,The Big Over Easy,2005.0,Jasper Fforde,417,1313,6292,10981,8062
689859376,The Seeing Stone,2000.0,"Holly Black, Tony DiTerlizzi",270,1555,8870,10716,8953
140284583,"Stalingrad: The Fateful Siege, 1942–1943",1998.0,Antony Beevor,149,374,2508,7916,9630
1421532018,ビーストマスター 1,2001.0,Kyousuke Motomi,599,1064,3337,4810,11928
743490096,"Giggle, Giggle, Quack",2002.0,"Doreen Cronin, Betsy Lewin",264,836,4219,6418,11029
865471185,West with the Night,1942.0,Beryl Markham,268,712,3554,7631,9763
1594489866,The Cellist of Sarajevo,2008.0,Steven Galloway,188,921,4789,10513,7570
312351666,Smooth Talking Stranger  (Travis Family #3) ,2009.0,Lisa Kleypas,291,998,5222,11128,13190
399157530,If You Ask Me: And of Course You Won't,2011.0,Betty White,843,2269,7212,6985,6117
872204200,Discours de la Méthode suivi de Méditations Métaphysiques,1637.0,"René Descartes, Donald A. Cress",651,1997,6288,7044,5309
399155686,The Defector,2009.0,Daniel Silva,118,373,2743,8298,9829
1451664125,In One Person,2012.0,John Irving,724,1843,6109,8396,4516
553269224,Rilla of Ingleside,1921.0,L.M. Montgomery,305,1311,5696,9945,14122
385721706,The Wisdom of Crowds,2004.0,James Surowiecki,421,1364,5148,7135,5214
446612766,"Still Life with Crows (Pendergast, #4)",2003.0,"Douglas Preston, Lincoln Child",105,592,4260,9855,10209
330376152,The Fog,1975.0,James Herbert,376,1192,5239,6831,6256
684845776,Unlimited Power : The New Science Of Personal Achievement,1986.0,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",361,725,3052,5911,9630
446554960,Fever Dream,2010.0,"Douglas Preston, Lincoln Child",223,710,4491,10035,8737
307401243,Why Be Happy When You Could Be Normal?,2011.0,Jeanette Winterson,580,1359,4448,8189,7520
312650094,Outpost,2012.0,Ann Aguirre,335,958,4840,10417,10932
1608198065,Can't We Talk about Something More Pleasant?,2014.0,Roz Chast,803,842,2705,6635,8771
60987464,The Long Hard Road Out of Hell,1998.0,"Marilyn Manson, Neil Strauss",631,1518,4598,6382,7148
,,,BookRags,278,151,877,4460,13194
395137209,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",1965.0,Bernard Waber,201,927,5305,7078,10896
031619008X,Etiquette & Espionage,2013.0,Gail Carriger,1096,2352,8632,13038,9495
151012741,As Intermitências da Morte,2005.0,"José Saramago, Margaret Jull Costa",404,1174,4551,8709,7464
590554085,Sandry's Book,1997.0,Tamora Pierce,376,1573,7466,11106,11471
553589490,,1997.0,Dean Koontz,297,1476,7077,8668,5663
1501142534,Britt-Marie var här,2014.0,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",267,965,5404,12936,10089
031026345X,Velvet Elvis: Repainting the Christian Faith,2005.0,Rob Bell,1176,1550,4112,6538,6253
140183523,Kim,1901.0,"Rudyard Kipling, Edward Said",811,2302,7461,9137,7053
764224735,The Shunning,1997.0,Beverly  Lewis,259,890,3949,6976,9347
451464966,Written in Red,2013.0,Anne Bishop,605,1032,3822,11031,17500
393311198,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",1974.0,Nicholas Meyer,261,671,3692,6749,8566
439791464,Gregor and the Marks of Secret,2006.0,Suzanne Collins,178,557,4117,9617,11202
525950796,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,2008.0,Timothy J. Keller,224,452,2163,6640,12134
679736042,Toujours Provence,1991.0,Peter Mayle,157,798,5304,8767,7309
375759867,The Lost Painting: The Quest for a Caravaggio Masterpiece,2005.0,Jonathan Harr,1034,1900,4883,5545,6193
385534817,The Light in the Ruins,2013.0,Chris Bohjalian,551,1705,6951,9434,4071
307594882,,2013.0,Sonia Sotomayor,510,769,3476,8242,7159
812536355,A Deepness in the Sky,1998.0,Vernor Vinge,174,543,2822,8081,11857
521657296,Kritik der reinen Vernunft,1781.0,"Immanuel Kant, Paul Guyer, Allen W. Wood",688,1489,4643,6790,7899
1579126294,A Murder is Announced,1950.0,Agatha Christie,123,963,7616,12892,8618
810909650,Leven en werken van de Kabouter,1976.0,"Rien Poortvliet, Wil Huygen",756,1388,4696,6450,10014
425197484,Undead and Unemployed,2004.0,MaryJanice Davidson,370,1518,7953,10973,9934
055338368X,Gates of Fire: An Epic Novel of the Battle of Thermopylae,1998.0,Steven Pressfield,156,421,2190,6333,11993
1416527265,The Little Lady Agency,2005.0,Hester Browne,835,1757,6253,8021,6335
140432078,On Liberty,1859.0,John Stuart Mill,344,1201,5117,7759,7146
62225073,Not My Father's Son,2014.0,Alan Cumming,424,935,4437,9923,7611
1401322433,Nigella Express: Good Food Fast,2007.0,Nigella Lawson,553,1078,4453,6801,7407
,,2015.0,D.M. Pulley,490,1429,4814,7121,5159
044657161X,Simply Irresistible,2010.0,Jill Shalvis,745,1545,6365,10778,9416
425266516,Gabriel's redemption,2013.0,Sylvain Reynard,484,1236,4764,9220,15810
1934964107,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",2009.0,Bryan Lee O'Malley,63,406,3250,9534,12846
805082115,Better: A Surgeon's Notes on Performance,2007.0,Atul Gawande,90,390,2914,8043,7627
,,2012.0,Cherrie Lynn,267,770,4381,11203,14791
,Play,2014.0,Kylie Scott,191,807,5002,14634,20632
470484233,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",2009.0,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",444,651,2157,2953,11849
345032799,Games People Play,1964.0,Eric Berne,415,1483,5128,6427,5736
449818438,Mitosis,2013.0,Brandon Sanderson,69,714,6245,10075,5078
192836382,La Dame aux camélias,1848.0,"Alexandre Dumas fils, David Coward",307,1229,5312,8075,8051
1595549633,The Wedding Dress,2012.0,Rachel Hauck,1150,2008,5888,8262,8959
786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,1996.0,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",466,1291,4735,6684,7164
743449746,"D-Day June 6, 1944: The Climactic Battle of WWII",1994.0,Stephen E. Ambrose,173,399,2593,7279,8771
547251270,A Long Walk to Water,2010.0,Linda Sue Park,277,661,3284,8965,10889
61449180,Light,2013.0,Michael  Grant,303,618,2811,7216,15408
,Stuck-Up Suit,2016.0,"Vi Keeland, Penelope Ward",537,1283,4891,11325,13587
345419677,To Your Scattered Bodies Go,1971.0,Philip José Farmer,427,1395,5415,8710,8044
515142867,Midnight Bayou,2001.0,Nora Roberts,299,1349,6724,9334,9151
156031191,Winter's Tale,1983.0,Mark Helprin,2418,3239,4817,5723,6971
1568650957,The Doomsday Conspiracy,1991.0,Sidney Sheldon,596,2010,5828,6174,3959
1423301854,Rapture in Death,1996.0,"J.D. Robb, Susan Ericksen",68,505,4878,11770,14219
143036254,Common Sense,1776.0,Thomas Paine,281,1132,5353,8174,7712
767903579,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,1997.0,Adeline Yen Mah,317,1123,5386,8488,5987
,رحلتي من الشك إلى الإيمان,1970.0,مصطفى محمود,521,987,3072,6054,7053
1250011914,Whispers at Moonrise ,2012.0,C.C. Hunter,212,657,3437,8916,16700
030746363X,The 4-Hour Body,2000.0,Timothy Ferriss,569,1711,5386,7654,5538
375727019,Les Particules élémentaires,1998.0,"Michel Houellebecq, Frank Wynne",794,1747,4883,8198,6069
,Beauty from Surrender,2013.0,Georgia Cates,401,1331,6108,12239,14314
785114777,Stoker's Dracula ,2005.0,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",530,858,3138,4859,5344
439014573,The Adventures of Captain Underpants,1997.0,Dav Pilkey,1219,2033,5555,6124,9483
547564651,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",2012.0,Paul Tough,323,872,4268,7381,5301
446677949,The Fountains of Paradise,1979.0,Arthur C. Clarke,164,867,5265,8697,6543
670038342,Baba ve Piç,2006.0,Elif Shafak,522,1543,5490,8464,5545
307931900,Two Boys Kissing,2013.0,David Levithan,1030,1238,4237,7808,12745
61231401,,,James Rollins,169,555,3623,8819,8665
1400043875,The Ruins,2006.0,Scott B. Smith,1489,2856,6816,7822,4949
60525657,A Dangerous Path,2004.0,Erin Hunter,154,522,3161,7526,16348
449000753,Dances with Wolves,1988.0,Michael Blake,259,702,3341,6638,9426
375814698,"Bloodhound (Beka Cooper, #2)",2009.0,Tamora Pierce,216,826,4450,10390,14688
160751351X,The Night Angel Trilogy,2009.0,Brent Weeks,153,391,1834,5695,11225
675093244,A Rose for Emily,1930.0,William Faulkner,287,1072,4609,8091,8986
,Holy Bible English Standard Version,2001.0,Anonymous,652,431,1082,1909,19162
446400157,A Morbid Taste for Bones,1977.0,Ellis Peters,336,913,5780,10003,8319
019283410X,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",1550.0,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1162,1589,4059,5271,6657
312934335,Unleash the Night,2005.0,Sherrilyn Kenyon,102,589,4620,11491,18007
747594155,Syren,2009.0,Angie Sage,295,1064,5244,9193,10883
3453532988,Метро 2033,2005.0,"Dmitry Glukhovsky, M. David Drevs",425,1428,4526,8809,8142
1741753597,The Slap,2008.0,Christos Tsiolkas,2342,3586,6580,6319,2641
64301389,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",1929.0,"Robert Henri, Forbes Watson, Margery A. Ryerson",844,1426,3427,4138,6712
1611099692,Brilliance,2013.0,Marcus Sakey,346,1001,4700,9791,6539
,,2015.0,Camille Pagán,354,1299,5217,7393,5381
571219357,The Fortress of Solitude,2003.0,Jonathan Lethem,421,1188,3995,7181,5329
553804820,The Darkest Evening of the Year,2007.0,Dean Koontz,640,2073,6435,7414,5990
374104107,Authority ,2014.0,Jeff VanderMeer,479,2316,7397,8433,3522
689859406,The Wrath of Mulgarath,2004.0,"Holly Black, Tony DiTerlizzi",316,1495,7798,9786,9539
61966908,,2011.0,Caroline Preston,1195,2160,4894,5257,7042
385498802,Bee Season,2000.0,Myla Goldberg,661,2299,7318,8016,3890
60567112,Indelible,2004.0,Karin Slaughter,155,520,3918,9155,9886
425098648,Night Chills,1976.0,Dean Koontz,275,1151,6024,7117,6248
517543052,Be Here Now,1971.0,"Ram Dass, Richard Alpert",268,616,2724,5214,9847
425204200,Trace,2004.0,Patricia Cornwell,416,1887,7564,8950,6530
440243904,Genghis: Birth of an Empire,2007.0,Conn Iggulden,95,284,2282,7668,9978
345373529,The Ruby Knight,1990.0,David Eddings,240,1390,6250,9329,8639
60177241,The Thief of Always,1992.0,Clive Barker,138,613,3904,7989,9556
553589385,Kiss of Crimson ,2007.0,Lara Adrian,262,1108,6094,12314,14843
345497627,The Keepsake,2008.0,Tess Gerritsen,110,574,5338,11158,9146
316219266,,2013.0,Brad Stone,391,774,4261,10710,8542
,The Air He Breathes,2015.0,Brittainy C. Cherry,907,1248,4590,9980,16644
1416580948,Kiss of a Demon King ,2009.0,Kresley Cole,145,684,4073,10851,17558
553813153,The Bonehunters,2006.0,Steven Erikson,116,320,2100,7539,12593
988695103,,2012.0,Heidi McLaughlin,617,1596,6661,13470,13072
1477825940,The Glass Magician,2014.0,Charlie N. Holmberg,174,1149,6238,9437,5976
9380658674,Chanakya's Chant,2010.0,Ashwin Sanghi,461,1524,4860,6697,3728
312265050,The Naked and the Dead,1948.0,Norman Mailer,358,1059,4375,7826,6294
019516895X,Battle Cry of Freedom,1988.0,James M. McPherson,265,555,2404,6214,10888
307162346,The Little Mermaid (Little Golden Storybook),1989.0,"Michael Teitelbaum, Sue DiCicco",323,756,3161,4231,13608
044661761X,Lifeguard,2005.0,"James Patterson, Andrew Gross",286,1396,6763,7906,5262
038573882X,,2010.0,Rob Buyea,244,525,2713,6883,12142
330398059,Blubber,1974.0,Judy Blume,486,1685,8274,9879,7138
61783196,"One Grave at a Time (Night Huntress, #6)",2011.0,Jeaniene Frost,168,934,5778,13344,17370
1937053164,Apollyon,2013.0,Jennifer L. Armentrout,221,740,3490,10240,19350
7288387,I Heart New York,2009.0,Lindsey Kelk,716,1673,4895,5984,7197
545040523,Airhead ,2008.0,Meg Cabot,875,2861,9350,11142,9873
452281458,"Beauty's Release (Sleeping Beauty, #3)",1985.0,"A.N. Roquelaure, Anne Rice",1218,2541,6190,6212,7879
152063846,Jessica's Guide to Dating on the Dark Side,2000.0,Beth Fantaskey,1142,2833,8503,10877,12126
871401525,E.E. Cummings: Complete Poems 1904-1962,1991.0,E.E. Cummings,203,429,2315,5491,10376
609610570,,2009.0,"Larry Bossidy, Ram Charan, Charles Burck",502,1362,4635,6322,5724
393240231,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,2014.0,Caitlin Doughty,550,941,3694,8369,8115
399156585,The Rembrandt Affair,2010.0,Daniel Silva,121,326,2868,8829,9629
,The Call of Cthulhu,1928.0,H.P. Lovecraft,285,959,4341,8054,8181
61147974,20th Century Ghosts,2005.0,"Joe Hill, Christopher Golden",538,1275,5254,9463,8253
375724508,Ghostwritten,1999.0,David Mitchell,181,793,3703,9341,7160
,The One That Got Away,2015.0,Simon Wood,393,1233,5036,6730,4495
159514322X,The Ruby Circle,2015.0,Richelle Mead,287,1123,5153,10792,15535
316114278,Where the Mountain Meets the Moon,2009.0,Grace Lin,412,847,3501,8419,12499
087923573X,Swallows and Amazons,1930.0,Arthur Ransome,642,1298,4729,7511,8871
1402245793,Rock Hard,2011.0,Olivia Cunning,464,1612,6583,13099,15450
,How to Build a Girl,2014.0,Caitlin Moran,652,1846,5934,8198,4847
9793062924,Sang Pemimpi,2006.0,Andrea Hirata,115,470,2621,5115,5184
743250621,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,2004.0,A.J. Jacobs,363,1599,6470,9528,5296
525953078,,2013.0,Lisa Gardner,204,671,4257,10159,7395
1400047463,The Double Bind,2007.0,Chris Bohjalian,783,2346,6910,8931,4803
312642695,,2011.0,Mary Kay Andrews,304,1417,6893,9075,5477
7563035,The Ice Twins,2015.0,S.K. Tremayne,682,2138,6540,8485,5383
1455549002,The Edge of Always,2013.0,J.A. Redmerski,513,1839,6702,11539,12525
452284449,The Virgin Blue,1997.0,Tracy Chevalier,448,2266,7840,9042,5119
1400069807,Salt Sugar Fat: How the Food Giants Hooked Us ,2013.0,Michael Moss,407,876,4094,8465,6613
152020683,Half Magic,1954.0,"Edward Eager, N.M. Bodecker",507,1478,7170,10600,9964
1594744548,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",2007.0,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2092,2269,5514,5637,5325
553807242,Live To Tell,2010.0,Lisa Gardner,123,417,3923,10647,9443
688128971,Lilly's Purple Plastic Purse,1996.0,Kevin Henkes,363,1027,4189,6699,12104
140143505,"84, Charing Cross Road",1970.0,Helene Hanff,163,779,4650,11589,12336
,,2008.0,J.R. Ward,71,442,3034,8381,20636
553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,1990.0,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",145,400,2396,6295,10280
,電撃デイジー 1,2007.0,Kyousuke Motomi,396,793,3035,5564,12344
1501117203,Scrappy Little Nobody,2016.0,Anna Kendrick,275,1415,7792,14453,8675
,,2015.0,Robert Masello,589,1955,6145,6690,3764
385608020,"Started Early, Took My Dog",2010.0,Kate Atkinson,431,1181,5849,11170,6803
930289447,Batman: A Death in the Family,1988.0,"Jim Starlin, Jim Aparo, Mike DeCarlo",244,1068,4259,6280,8172
1400069599,TransAtlantic,2013.0,Colum McCann,453,1370,4914,8149,5155
61783161,Eternal Kiss of Darkness,2010.0,Jeaniene Frost,192,923,5674,12556,15606
743571355,The Spellman Files,2007.0,Lisa Lutz,605,1611,6457,11021,8112
425165582,Books of Blood: Volumes 1-3,1984.0,Clive Barker,256,726,3560,7252,9135
60763892,The Judas Strain,2007.0,James Rollins,143,572,3921,9502,9005
785263713,Searching for God Knows What,2000.0,Donald Miller,432,1096,4533,7128,6507
60256710,The Missing Piece,1976.0,Shel Silverstein,199,694,3306,6596,11254
61006629,Fatherland,1992.0,Robert   Harris,149,905,5294,10674,6540
525951571,Freedom™,2010.0,Daniel Suarez,114,508,2635,7489,9346
60088877,The Bridge of San Luis Rey,1927.0,Thornton Wilder,490,1799,6443,8370,6759
,Белые ночи,1848.0,Fyodor Dostoyevsky,195,1016,4708,8823,8543
425227723,Skin Trade,2009.0,Laurell K. Hamilton,952,2377,6995,9455,11604
875793266,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,1915.0,James E. Talmage,354,241,926,2909,14280
1570820872,Disney's the Lion King (Disney Classic Series),1994.0,Don Ferguson,156,432,2182,3598,13196
141439866,Shirley ,1849.0,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",685,1969,7159,8020,6255
515116750,Born in Ice,1995.0,Nora Roberts,123,739,5633,10239,11141
1842431021,Villa Incognito,2003.0,Tom Robbins,306,1431,5022,5721,3283
374260508,The Sellout,2015.0,Paul Beatty,862,1983,6288,10625,7370
1401202225,"Fables, Volume 4: March of the Wooden Soldiers",2004.0,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",188,425,2936,9133,11279
804192979,Night School,2016.0,"Lee Child, Dick Hill",448,1260,6239,11091,8973
345515501,The Silent Girl,2011.0,Tess Gerritsen,116,597,4619,10822,9364
7175191,Horton Hatches the Egg,1940.0,Dr. Seuss,588,1341,5981,8275,14774
,,,Bella Forrest,437,1315,5250,8685,9424
62248472,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,2013.0,"Jenna Miscavige Hill, Lisa Pulitzer",483,1574,6319,8184,4901
865163480,Απολογία,-390.0,"Plato, James J. Helm",301,818,3836,7668,9642
1563893274,Preacher: Proud Americans,1997.0,"Garth Ennis, Steve Dillon, Penn Jillette",296,541,2525,6492,9908
307595110,The Wolf Gift,2012.0,Anne Rice,1359,2821,6379,6548,5367
307960307,The Little Red Hen (Little Golden Book),1954.0,"Diane Muldrow, J.P. Miller",227,812,4691,5715,11598
1455501476,Lethal,2011.0,Sandra Brown,212,736,4566,9754,7504
316017442,The Terror,2007.0,Dan Simmons,521,1324,4438,9180,8763
670447161,Madeline's Rescue,1953.0,Ludwig Bemelmans,195,735,4405,7017,12296
61733636,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",2010.0,"John Heilemann, Mark Halperin",119,486,3209,8656,6516
067172942X,Garden of Shadows,1987.0,V.C. Andrews,392,1810,6511,7703,8409
61957895,A Perfect Blood,2012.0,Kim Harrison,97,367,3225,10865,15590
310240018,Joni,1976.0,"Joni Eareckson Tada, Joe Musser",254,528,3428,6484,10003
786932171,War of the Twins,1986.0,"Margaret Weis, Tracy Hickman",116,817,4754,8513,9415
031603617X,Cross Fire,2010.0,James Patterson,157,726,5185,9708,8128
142000159,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,2000.0,Ross King,744,1261,4278,6357,6032
1577312295,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,1978.0,Shakti Gawain,299,797,3397,5721,8237
60584025,Metro Girl,2004.0,Janet Evanovich,740,3055,9354,8807,6419
,,2016.0,"Colleen Hoover, Tarryn Fisher",1433,3750,8421,7637,5958
312360819,Second Grave on the Left,2011.0,Darynda Jones,179,608,4683,13371,16513
155652532X,Katherine,1954.0,"Anya Seton, Philippa Gregory",351,858,3856,8150,10922
141020520,A Short History of Tractors in Ukrainian,2005.0,Marina Lewycka,841,2715,7877,7336,2517
62225464,,2015.0,Kimberly McCreight,282,1066,5893,9830,5188
553590162,Industrial Magic,2004.0,Kelley Armstrong,136,863,5965,11564,11785
2070364232,Le Petit Nicolas,1959.0,"René Goscinny, Jean-Jacques Sempé",343,1052,5006,9303,11659
,The Atlantis Plague,2013.0,A.G. Riddle,229,1105,5178,8710,5653
034547581X,We Were Soldiers Once... and Young: Ia Drang - the Battle That Changed the War in Vietnam,1991.0,"Harold G. Moore, Joseph L. Galloway",149,438,2669,7150,9866
451215710,Whiteout,2004.0,Ken Follett,452,2136,8118,7794,3542
345349571,A Distant Mirror: The Calamitous 14th Century,1978.0,Barbara W. Tuchman,576,915,3658,7926,9699
142407577,Heat,2006.0,Mike Lupica,382,875,3657,5951,5966
60554738,The Game,2005.0,Neil Strauss,702,1643,4766,6953,5081
330348779,"""N"" is for Noose",1998.0,Sue Grafton,126,717,7040,10549,8133
749941995,Just Like Heaven,2011.0,Julia Quinn,526,1313,6557,10176,8897
1423119509,Percy Jackson and the Olympians,2009.0,"Rick Riordan, Tk",173,279,1678,4957,15679
525952764,Catch Me,2012.0,Lisa Gardner,114,466,3840,10514,9101
778321606,The Shop on Blossom Street,2003.0,Debbie Macomber,318,946,5215,9304,9109
1560768800,Starless Night (Legacy of the Drow #2),1992.0,R.A. Salvatore,103,689,4053,7235,8197
446616621,Night Fall,2004.0,Nelson DeMille,139,598,4088,8796,7249
316000957,"Trials of Death (Cirque du Freak, #5) ",2001.0,Darren Shan,126,725,3793,7871,11744
446539813,Robert Ludlum's The Bourne Objective,2010.0,"Eric Van Lustbader, Robert Ludlum",261,669,3264,6086,6518
,The Score,2016.0,Elle Kennedy,276,844,4572,12919,16676
310247535,Even Now,2005.0,Karen Kingsbury,361,623,2671,5336,9874
316059862,Testimony,2008.0,Anita Shreve,552,2498,8357,8881,3924
1937007588,Magic Rises,2013.0,Ilona Andrews,91,276,2687,10657,19862
345524616,Whispers Under Ground,2012.0,Ben Aaronovitch,61,358,3873,12121,8820
031621129X,Unlucky 13,2014.0,"James Patterson, Maxine Paetro",298,1293,5850,9270,7905
446604089,The Best Laid Plans,1997.0,Sidney Sheldon,322,1598,5979,6570,3899
61433012,Nation,2008.0,Terry Pratchett,365,1225,5215,9721,10062
61259349,Secrets of a Summer Night,2004.0,Lisa Kleypas,352,1269,7585,14583,12861
1595540342,Red,2004.0,Ted Dekker,136,495,2844,6861,10424
312655452,A Trick of the Light,2011.0,Louise Penny,100,372,2770,10323,10953
,White Hot Kiss,2014.0,Jennifer L. Armentrout,617,899,3793,10017,16167
4757518080,Pandora Hearts 1,2006.0,"Jun Mochizuki, 望月淳",470,1024,3142,4899,10632
345329457,At the Mountains of Madness,1931.0,H.P. Lovecraft,190,601,2716,6785,9460
60596988,Lit,2008.0,Mary Karr,483,1357,4297,7339,6067
893662135,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",1988.0,Anne McCaffrey,115,795,5411,9832,12235
399252649,Mockingbird,2010.0,Kathryn Erskine,249,703,3854,8755,10205
,28 حرف,2012.0,أحمد حلمي,1818,3325,5293,3211,2721
1590521358,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,1996.0,Joshua Harris,1552,2022,4042,4592,5741
